threads, exec_time, speedup
1S,  0.012246 , 1
1,  0.012926 , .947392
2,  0.010993 , 1.113981
3,  0.008103 , 1.511292
4,  0.008172 , 1.498531
5,  0.008027 , 1.525601
6,  0.006879 , 1.780200
7,  0.005456 , 2.244501
8,  0.006722 , 1.821779
9,  0.006896 , 1.775812
10,  0.005770 , 2.122357
11,  0.006801 , 1.800617
12,  0.006784 , 1.805129
13,  0.010126 , 1.209362
14,  0.007200 , 1.700833
15,  0.007007 , 1.747680
16,  0.009954 , 1.230259
